,Neighborhood,address,bath,bed,description,latitude,logitude,page_url,price,rent,sale,size,year built,zipcode
10,Upper East Side,NaN,NaN,NaN,NaN,40.774329,-73.957024,https://www.zillow.com:443/homedetails/201-E-79th-St-APT-18H-New-York-NY-10075/72531912_zpid/,NaN,NaN,NaN,1000,1963,NaN
11,Upper East Side,"345 E 80th St APT 14C, New York, NY 10075",2,2,"For sale: $1,550,000. Gorgeous 2 bed/2 bath with a dining area and balcony in the East Winds. 



The apartment has excellent finishes including high-end, stainless steel, Viking appliances and beautiful granite countertops. The bathrooms have been renovated with marble and stunning back splash. The floors are strip hardwood, all of the closets have been customized to match and a washer/dryer completes the apartment.



Both bedrooms fit a king size bed and plenty of furniture. The windowed kitchen has been opened up to the dining room with a granite breakfast bar that accommodates four stools. You can host a dinner for eight in the dining area with plenty of space left for a full living room.



The building is has a full time doorman, landscaped roof deck, storage room and garage. The building is well maintained and is known for excellent service.



Contact us for an appointment.",40.773471,-73.952304,https://www.zillow.com:443/homedetails/345-E-80th-St-APT-14C-New-York-NY-10075/31544034_zpid/,1550000.00,0,1,1149,1973,10075
12,Upper East Side,NaN,NaN,NaN,NaN,40.771821,-73.952213,https://www.zillow.com:443/homedetails/408-E-79th-St-APT-10A-New-York-NY-10075/69511525_zpid/,NaN,NaN,NaN,1424,2004,NaN
13,Upper East Side,"40 E 78th St # 7A, New York, NY 10075",1,1,"For sale: $1,485,000. A one-bedroom gem in a coveted Madison Avenue condominium - just steps from Central Park!

 

This stylish and sun-flooded one-bedroom, one-bathroom apartment has been thoughtfully redesigned into a flexible open loft space, but could be easily converted to a classical one-bedroom layout. The separate renovated kitchen features chic lacquer cabinetry, abundant counter space, a Bosch dishwasher, and Gaggenau range. The bathroom is sleek and modern with glass shower and ensuite dressing area.

 

The Charles House is a pet-friendly, full-service building just steps from Madison Avenue's best restaurants, shopping. Amenities include a 24-hour doorman, fitness room, garage, planted roof deck with sweeping park views, private storage, a bike room, and live-in super.

 

Low carrying costs add to the ease of owning in this desirable building. Pied-a-terre & Investors welcome.

*7A can be combined/purchased in conjunction with 7H to create a sprawling +2500 SF  apartment*",40.775754,-73.962512,https://www.zillow.com:443/homedetails/40-E-78th-St-7A-New-York-NY-10075/31534135_zpid/,1485000.00,0,1,705,1958,10075
14,Upper East Side,"425 E 79th St APT 14M, New York, NY 10075",1,1,"For sale: $799,000. Open view oversized one-bedroom apartment with a large living space. Dining room as well as a home office or nursery on top of that. Apartment is very bright and sunny and there are an abundance of windows,. The master bedroom can easily fit a king size bed with great closet space! The apartment is in a full service co-op with a 24 hour doorman, live-in super, Laundry room, storage and bike room, garage, a lovely roof deck along with a landscaped courtyard. Access to the garage with discounted rates for owners. It is conveniently located near transportation, shopping, restaurants and parks & pets are welcome. Building doe not allow washer or dryer. Sorry no pieds-a-terre.",40.772074,-73.951315,https://www.zillow.com:443/homedetails/425-E-79th-St-APT-14M-New-York-NY-10075/83894846_zpid/,799000.00,0,1,950,1955,10075
15,Upper East Side,"308 E 79th St APT 13B, New York, NY 10075",1,1,"For sale: $699,000. Built in East 79th cooperative is clad in limestone and brown brick, carved in limestone shells and terracotta. When entering the building one passes by the original cast bronze lanterns and black lacquered doors into the marble-clad deco-detailed ante-room prior to entering a large glamorous palatial lobby with lead windows, marble walls, and terrazzo floors. Original mahogany-paneled elevator cars on two wings provide access to boutique landing shared by a few shareholders. 

With all windows expanding on the north front of the building, there is now a wonderful opportunity to own an expansive 1 bedroom + home office with tremendous light and air in a white glove cooperative. This superb prewar charmer offers a good entry foyer leading to a sizable living room, great bedroom, windowed bathroom and kitchen and a home office. Other fine features are hardwood floors, beamed ceilings, moldings, excellent closets, great ceiling height, is over-sized and well laid out. Well-priced, this exceptional coop is near the new Q-line, top shopping, fine dining, and is a rare find. 

75% financing permitted, priced to sell at $699,000. Flexible cooperative with co purchasing allowed, gifts allowed, pied-a-terres allowed, sublets allowed. Building is pet friendly for small dogs, bike storage and laundry room.",40.772817,-73.954567,https://www.zillow.com:443/homedetails/308-E-79th-St-APT-13B-New-York-NY-10075/72529927_zpid/,699000.00,0,1,950,1928,10075
16,Upper East Side,"960 5th Ave # MAIS, New York, NY 10075",1.5,1,"For sale: $4,995,000. Coming Soon!",40.775699,-73.964103,https://www.zillow.com:443/homedetails/960-5th-Ave-MAIS-New-York-NY-10075/2086245215_zpid/,4995000.00,0,1,--,1927,10075
17,Upper East Side,"201 E 79th St APT 14A, New York, NY 10075",2,1,"For sale: $1,350,000. Meticulously Renovated 1 Bedroom Designer Dream_This newly renovated, expansive 1 Bed / 1.5 Bath Coop in prime Upper East Side location offers handsomely designed finishes, masterfully presented throughout. Upon entering the entry Foyer, one is greeted by soaring 11 foot ceilings, unique only to the 14th floor, that lead to an oversized Great Room (Living Room/Dining Area). The stunning open, windowed Chef's Kitchen showcases high gloss wood veneered custom cabinetry, quartz counters, recessed lighting and top of the line appliances. The sun bathed Bedroom features custom smoked glass closets and en suite bath with large walk in rain shower. Completing the appeal of this fine property is the beautifully designed Powder Room adjacent to the hallway, washer/dryer, thermostatically controlled HVAC units and an abundance of customized storage. 201 East 79th Street is a full-service cooperative with full-time doorman, live-in super, package room, bike room, central laundry and parking. Pet friendly.",40.774329,-73.957024,https://www.zillow.com:443/homedetails/201-E-79th-St-APT-14A-New-York-NY-10075/72531905_zpid/,1350000.00,0,1,--,1963,10075
18,Upper East Side,"330 E 79th St APT 6D, New York, NY 10075",1,2,"For sale: $995,000. Welcome home to this charming pre-war two bedroom one bath home. This apartment gets great light with open Northern exposure. It has a beautifully renovated kitchen with quartz counter-tops and stainless steel appliances. Over-sized living room and two bedrooms. Generous closet space including a huge walk-in in the master bedroom. Washer and dryer allowed. All this in a full service building with a full time doorman and live in super. Pied-a-terre is allowed. This building has 69 units on 10 floors. It is well located in the heart of the Upper East Side near all major transportation, great restaurants and shopping. Current assessment of $83.64 per month.",40.772574,-73.95399,https://www.zillow.com:443/homedetails/330-E-79th-St-APT-6D-New-York-NY-10075/99404294_zpid/,995000.00,0,1,--,1941,10075
19,Upper East Side,"301 E 79th St APT 31E, New York, NY 10075",1,1,"For sale: $879,000. Pristine One Bedroom with City Views
Tenant in place through August of 2019. This luxurious one bedroom home boasts sweeping city views and features a gracious entry foyer. The large sunny living room includes a separate area for dining and the kitchen has stainless steel appliances, including a dishwasher. The bedroom features a wall of windows showcasing the stunning city views. Classic crown molding, baseboards, hardwood floors, and four generous closets complete this lovely home. Washer/dryers are permitted. This full-service building offers a doorman, concierge, roof deck, gym, laundry room, and garage. Assessment of $145 per month through October 2019. Please email for an appointment. 24-hour notice required for showings.",40.7733,-73.9542,https://www.zillow.com:443/homedetails/301-E-79th-St-APT-31E-New-York-NY-10075/2120681512_zpid/,879000.00,0,1,615,1974,10075
20,Upper East Side,"205 E 78th St APT 12J, New York, NY 10075",1,1,"For sale: $899,000. Please contact for an appointment to view.

Enter this elegant four-room home at 205 East 78th Street through the gracious foyer/gallery that offers two closets - one a walk in. Continue on to the sumptuous living room with southern exposure, a wood-burning fireplace & high beamed ceilings. Custom built-in cabinets along the western wall of the living room offer ample storage. The king-sized bedrooms beamed ceilings, wide and extra deep closet, and northern exposure provide a quiet respite. The west-facing windowed, eat-in kitchen boasts a full appliance suite including a Subzero refrigerator, stone counters, a custom built-in banquette with storage underneath AND a washer and dryer. A convenient pocket door closes off the kitchen if desired. Classic pre-war subway tiled & windowed bath in excellent condition. Additional upgrades include: gleaming hardwood floors in excellent condition, new electrical wiring, brand new A/C units & custom radiator covers. Through-wall A/C is permitted. With windows in every room, three exposures, a generous layout, all in a stunning pre-war co-op, this home - the favorite one bedroom line in the co-op - must be seen. 

205 East 78th Street is a full service, pre-war cooperative with a 24-hour doorman, resident building manager, bicycle storage, private storage & a central large laundry room. Bulk electricity rate is $108/month. Small dogs (and cats) welcome. Guarantors, gifting, co-purchasing & pied-a-terre all considered. All showings by appointment only.",40.773625,-73.957262,https://www.zillow.com:443/homedetails/205-E-78th-St-APT-12J-New-York-NY-10075/244848349_zpid/,899000.00,0,1,233483,1931,10075
21,Upper East Side,NaN,NaN,NaN,NaN,40.771905,-73.952534,https://www.zillow.com:443/homedetails/404-E-79th-St-APT-6A-New-York-NY-10075/31539248_zpid/,NaN,NaN,NaN,620,1986,NaN
22,Upper East Side,"25 E 77th St # 909, New York, NY 10075",1,1,"For sale: $2,500,000. This generous 784 square foot suite, was impeccably designed and constructed with luxury and ease in mind. It has a chic contemporary feel with high visual style designed by renowned interior designer Jacques Grange complete with solid oak floors, and nine-foot coffered ceilings. Large windows facing both West and North allow for an abundance of natural light. 



The gracious bedroom is so spacious that there is room for lounging, and one can enjoy all the benefits of the fine food services at The Mark around the dining room table. For more privacy, the living room provides a place to entertain, allowing this home to have both public and private quarters. There is an exceptional amount of closet space throughout.

 

This kitchen designed by Piero Lissoni for Boffi has granite countertops with custom sinks and fixtures, a Gaggenau convection oven, dishwasher by Miele and an integrated Sub-Zero refrigerator.



The oversized marble bathroom features a deep-soaking tub, separate shower, double wash-basins, polished nickel bath fixtures by Lefroy Brooks, a Magic Mirror, embedded LCD screen, heated towel racks and fine Italian customized bath amenities. 



 In addition, there is an easy to use Crestron room control panel for simple use of temperature, shades and lighting.



Additional amenities include a 32-inch Bang & Olufsen HD LCD flat screen television with MP3 and laptop connectivity, the finest Italian linens by Quagliotti, complimentary Wi-Fi and high speed internet access, local calls shoe shine, New York Times and/or Wall Street Journal. Not to be outdone, The Mark's 5-star hotel services are available 24-hours a day, including daily housekeeping and turndown service. Additional on-site amenities include a gym, dining and 24-hour room service by Jean-Georges Vongerichten, Frederic Fekkai's Salon Mark, and a host of world-class concierge services.



This suite is eligible to be included in the hotel's reservations. The Mark enjoys condominium by-laws, including no board approval.



The total monthlies are $10,918 The monthly maintenance currently is $6,858 plus the service agreement surcharge which is for housekeeping is $4,060.



Note: 24-hours advanced notice is required for all showings.",40.775299,-73.963302,https://www.zillow.com:443/homedetails/25-E-77th-St-909-New-York-NY-10075/2086809257_zpid/,2500000.00,0,1,--,1927,10075
23,Upper East Side,"205 E 78 # 9J, Manhattan, NY 10075",1,1,"For sale: $895,000. Prewar architecture meets contemporary design in this spacious one-bedroom home. The inviting gallery with two closets, opens to a generous living room featuring a wood burning fireplace and bright southern exposure. ""Instagram worthy"" and absolutely gorgeous, the windowed chef's kitchen offers custom cabinetry with brass hardware, a SubZero refrigerator, Viking stove, Miele dishwasher and gracious dining area. The master bedroom is grand in scale with three large and smartly outfitted closets. The bathroom exudes prewar charm with a soaking tub complemented by subway tiles and traditional black and white floors.  

 

This special home is the largest one-bedroom line at 205 East 78th Street, a full service prewar cooperative. The beloved UES building is ideally located near public transportation, wonderful restaurants, markets and stores.  Amenities include a 24-hour doorman, live in superintendent, laundry room, bike room, storage, and a newly renovated lobby and hallways.  Pet Friendly. 

 

Utilities are billed through the cooperative at a rate of $104.25 per month.",40.773601,-73.957298,https://www.zillow.com:443/homedetails/205-E-78-9J-Manhattan-NY-10075/2085865738_zpid/,895000.00,0,1,--,1931,10075
24,Upper East Side,"301 E 79th St APT 10M, New York, NY 10075",1,1,"For sale: $815,000. ",40.7733,-73.9542,https://www.zillow.com:443/homedetails/301-E-79th-St-APT-10M-New-York-NY-10075/2087918440_zpid/,815000.00,0,1,556,1974,10075
25,Upper East Side,"10 E End Ave APT 15G, New York, NY 10075",1,1,"For sale: $650,000. Welcome home to height and light and comfort galore! Come see this bright and well maintained large one bedroom, one bathroom home filled with southern and western light. A luxury full-service cooperative in a superb neighborhood, this apartment boasts hardwood floors, abundant closets, fully renovated kitchen w/ granite counter tops and stainless steel appliances. Both the living room and bedroom have new large windows which offer corner exposure and skyline views. Building has a full-time doorman, garage, central air conditioning, access to new furnished roof deck, bike room, storage, and laundry room. Have a run along the East River Promenade - just steps away, or take a leisurely stroll in nearby Carl Schurz Park. Easy access to public transportation, close to Second Avenue subway, convenient stop along bus route. Live the Upper East Side lifestyle while enjoying the peace and quiet of East End Avenue. Pets permitted. New! $650,000",40.771085,-73.948194,https://www.zillow.com:443/homedetails/10-E-End-Ave-APT-15G-New-York-NY-10075/89729338_zpid/,650000.00,0,1,--,1957,10075
26,Upper East Side,"215 E 79th St # 2EF, New York, NY 10075",2,2,"For sale: $1,550,000. MINT 2/3 BEDROOM ART DECO BUILDING
WOW! Experience this approx. 1,500 SF mint expansive flexible loft-like space created by a renowned designer for the buyer with discriminating taste. View the three optional floor plans. This apartment has it all...sunken living room, corner dining bay, large galley kitchen with the finest high-end appliances, enormous master suite with it's own open office space, and large room size walk-in closet, a full library, an open den area which can easily convert to a bedroom, another small guest room/office, stone tiled bathrooms. All this along with beautiful hardwood floors, high ceilings, a ventless fireplace, steam shower, loads of closet space, with other hidden storage spaces, custom built-ins throughout, open views of the garden. W/D are allowed. This beautiful and well maintained Art Deco building includes a full time building manager with an excellent staff, a roof deck, bicycle room, storage, large laundry room and pet friendly. This lovely location is close to abundant restaurants, shopping and transportation. There is a 1.5% transfer tax.",40.774101,-73.956199,https://www.zillow.com:443/homedetails/215-E-79th-St-2EF-New-York-NY-10075/2087942904_zpid/,1550000.00,0,1,--,1947,10075
27,Upper East Side,"205 E 77th St APT 7F, New York, NY 10075",1,1,"For sale: $715,000. Welcome home to this extra-large south facing one bedroom. This unit has a massive amount of living space for dining and entertaining.  This apartment features natural direct sunlight through all of its wonderful south facing windows, showcasing views of the city skyline. Upon entering you will be greeted by a generous foyer area with two large coat closets. Enjoy cooking for friends, family and guests in the custom designed, windowed and fully renovated kitchen with stainless steel appliances, new cabinetry and stone counter tops. Off the kitchen is a large dining area that will easily accommodate a dinner party for 6. An over-sized living room provides multiple design options for your large L-shaped couch, coffee table, lounge chairs and end tables, or even a corner office space. The large master bedroom can easily accommodate a full king-sized bedroom set with space left over for a computer desk or other furniture. The two large closets have been fully outfitted with custom shelving. Off the Master is a windowed bathroom with its own large linen closet. 



One block from the 77th / Lexington Avenue subway. Restaurants, grocery stores, shopping and bus stops nearby. Pets welcome! Building amenities include a full time, 24-hour doorman, resident superintendent, recently renovated hallways, bin and bike storage, laundry facilities and a beautifully furnished/landscaped roof terrace with spectacular views of the city. Washer / Dryers, Guarantors, Gifting, and pied a terres are allowed on a case by case basis!",40.7729,-73.957515,https://www.zillow.com:443/homedetails/205-E-77th-St-APT-7F-New-York-NY-10075/98359848_zpid/,715000.00,0,1,--,1962,10075
28,Upper East Side,NaN,NaN,NaN,NaN,40.771085,-73.948194,https://www.zillow.com:443/homedetails/10-E-End-Ave-APT-7E-New-York-NY-10075/219701166_zpid/,NaN,NaN,NaN,--,1957,NaN
29,Upper East Side,NaN,NaN,NaN,NaN,40.772701,-73.955101,https://www.zillow.com:443/homedetails/301-E-78th-2E-Manhattan-NY-10075/2085539800_zpid/,NaN,NaN,NaN,--,1963,NaN
